@@,itemlabel,item,startdate,enddate
+++,"Шутеев, Василиий Иванович",Q4528053,1991-12-11,1996-10-23
+++,"Руцкой, Александр Владимирович",Q314116,1996-10-23,2000-11-18
+++,"Михайлов, Александр Николаевич",Q4297299,2000-11-18,2018-10-11
->,"Роман Владимирович Старовойт->Старовойт, Роман Владимирович",Q22283716,2019-09-19->2018-10-11,
