item,itemLabel,startDate,endDate,sourceDate,psid
Q4124082,Alexander Voloshin,1999-03-19,2003-10-30,,Q4124082-29A0D5A4-8DB9-45B0-B496-9F9E03821A02
Q23530,Dmitry Medvedev,2003-10-30,2005-11-14,,Q23530-49298D52-F6A4-47F5-ADE0-675814E20FE7
Q319497,Sergey Sobyanin,2005-11-14,2008-05-07,,Q319497-d6e48714-4c5b-6d5a-fcc5-3e53f157213a
Q983654,Sergey Naryshkin,2008-05-12,2011-12-20,,q983654-6ebfa655-4a0b-8054-414c-e92480b64527
Q548164,Vladislav Surkov,2011-12-20,2011-12-22,,Q548164-073A56AB-2D69-49A4-97FC-6ACA9018ECAF
Q204027,Sergei Ivanov,2011-12-22,2016-08-12,,Q204027-0E5643C6-7298-41A3-BCE3-1928E0304654
Q3739455,Anton Vaino,2016-08-12,,,Q3739455-66c6f8d4-e7cf-4f39-a7b5-2da5e9568b3e
