item,itemLabel,startDate,endDate
Q15065697,Александр Петрович Давыдов,1878-08-18,1880-04-26
,Алексей Михайлович Кумани,1880-04-26,1881-03-29
Q3625433,Михаил Александрович Хитрово,1881-03-29,1883-03-02
Q4202757,Александр Семёнович Ионин,1883-08-01,1884-03
Q4237254,Александр Иванович Кояндер,1884-02-26,1886-06-03
Q319505,Николай Васильевич Каульбарс,1886-09-02,1886-11-09
Q4507519,Николай Валерьевич Чарыков,1896-02-01,1897-02-18
Q5536638,Юрий Петрович Бахметев,1897-02-18,1905
Q84725531,Андрей Николаевич Щеглов,1906,1907
Q4415339,Дмитрий Константинович Сементовский-Курилло,1907,1911
Q216606,Анатолий Васильевич Неклюдов,1911,1913
Q2641699,Александр Александрович Савинский,1913,1915
Q1422290,Фёдор Фёдорович Раскольников,1934-08-31,1938-04-05
Q4252093,Анатолий Иосифович Лаврентьев,1939-09-30,1940-06-14
Q4252170,Александр Андреевич Лаврищев,1940-06-22,1944
Q17362106,Дмитрий Георгиевич Яковлев (Федичкин),1944,1944-09-05
Q4221835,Степан Павлович Кирсанов,1945-08-22,1948-08-06
Q4090015,Михаил Фёдорович Бодров,1948-08-06,1954-01-28
Q4379297,Юрий Кондратьевич Приходов,1954-01-28,1960-05-25
Q20028687,Георгий Апполинарьевич Денисов,1960-05-25,1963-01-12
Q4335800,Николай Николаевич Органов,1963-01-12,1967-04-12
Q4383404,Александр Михайлович Пузанов,1967-04-12,1972-05-04
Q4075301,Владимир Николаевич Базовский,1972-05-04,1979-05-08
Q4460024,Никита Павлович Толубеев,1979-05-08,1983-07-10
Q4148471,Леонид Иванович Греков,1983-07-10,1988-02-26
Q4520422,Виктор Васильевич Шарапов,1988-02-26,1991-12-25
Q4520422,Виктор Васильевич Шарапов,1991-12-25,1992-04-22
Q928083,Александр Алексеевич Авдеев,1992-07-28,1996-11-02
Q18243381,Леонид Владимирович Керестеджиянц,1996-11-02,1999-12-31
Q4458253,Владимир Геннадиевич Титов,1999-12-31,2004-05-25
Q4374623,Анатолий Викторович Потапов,2004-05-25,2008-07-14
Q4203651,Юрий Николаевич Исаков,2008-07-14,2016-08-17
Q16673426,Анатолий Анатольевич Макаров,2016-08-17,2021-01-15
Q3050754,Элеонора Валентиновна Митрофанова,2021-01-15,
