@@,itemlabel,item,startdate,enddate
+++,Viktor Orlov,,1996-08-22,1998-04-30
+++,Viktor Nekrutenko,,1998-04-30,1998-10-06
+++,Viktor Orlov,,1998-10-06,1999-08-19
+++,Boris Yatskevich,,1999-08-19,2001-06-16
+++,Vitaly Artyukhov,,2001-06-16,2004-03-09
->,Yuri Trutnev->Yury Trutnev,Q1320356,2004-03-09,2012-05-08->2008-05-12
+++,Yury Trutnev,Q1320356,2008-05-12,2012-05-21
+++,Sergey Donskoy,Q4166397,2012-05-21,2018-05-18
+++,Dmitry Kobylkin,Q4225265,2018-05-18,2020-11-09
