item,itemLabel,startDate,endDate
Q4467894,Anatoliy Tyazhlov,1991-10-16,1995-12-24
Q4467894,Anatoliy Tyazhlov,1995-12-24,1999-11-19
Q4142298,Vasily Golubev,1999-11-19,2000-02-02
Q504137,Boris Gromov,2000-02-02,2003-12-18
Q504137,Boris Gromov,2003-12-18,2007-05-11
Q504137,Boris Gromov,2007-05-11,2012-05-11
Q32024,Sergey Shoygu,2012-05-11,2012-11-06
Q4503054,Ruslan Tsalikov,2012-11-06,2012-11-08
Q502185,Andrey Vorobyov,2012-11-08,2013-09-14
Q502185,Andrey Vorobyov,2013-09-14,2018-09-14
Q502185,Andrey Vorobyov,2018-09-14,
