@@,itemlabel,item,startdate,enddate
+++,Alexander Gavrin,,2000-05-20,2001-02-05
+++,1st Deputy Minister(acting),,2001-02-05,2001-06-16
+++,Igor Yusufov,Q4535427,2001-06-16,2004-03-09
+++,Viktor Khristenko,Q317667,2004-03-09,2008-05-12
+++,Sergei Shmatko,Q1860698,2008-05-12,2012-05-21
+++,Alexander Novak,Q4321847,2012-05-21,2020-11-10
