@@,itemlabel,item,startdate,enddate
+++,Леонид Владимирович Керестеджиянц,Q18243381,1992-09-08,1996-11-15
+++,Мечеслав Иванович Сенкевич,Q4416178,1997-01-23,1998-10-14
+++,Эдуард Леонидович Кузьмин,Q18244569,1999-03-02,2004-02-17
+++,Михаил Алексеевич Конаровский,Q4230372,2004-02-17,2009-07-23
+++,Роберт Вартанович Маркарян,Q7347353,2009-07-23,2015-06-30
+++,Анвар Сарварович Азимов,Q16166675,2015-06-30,2020-08-21
->,"Нестеренко, Андрей Алексеевич->Андрей Алексеевич Нестеренко",Q4317737,2020-08-21,
