item,itemLabel,startDate,endDate,sourceDate,psid
Q4491342,Юрий Евгеньевич Фокин,1997-06-06,2000-01-20,2022-07-05,Q4491342-3B9746F3-4261-4D93-B617-0DAE1576BA46
Q4214210,Григорий Борисович Карасин,2000-03-06,2005-06-09,2022-07-05,Q4214210-CDCE7D41-FBDB-4EDE-B64B-6BBFA1F2ECAD
Q464429,Юрий Викторович Федотов,2005-06-09,2010-08-27,2022-07-05,Q464429-BD6033C3-E78D-4588-BD98-5344E5CECFB8
Q1980669,Александр Владимирович Яковенко,2011-01-24,2019-08-26,2022-07-05,Q1980669-3FEB35A8-1A01-44CE-B527-604666CA18B0
Q15845826,Андрей Владимирович Келин,2019-11-05,,2022-07-05,Q15845826-DABCD83C-BC42-4E49-BF32-23D87EF48D43
