item,itemLabel,startDate,endDate
Q1395387,Alexei Mordashov,,
Q739315,Vladimir Potanin,,
Q470975,Vladimir Lisin,,
Q451455,Vagit Alekperov,,
Q1819424,Leonid Mikhelson,,
Q1502398,Gennady Timchenko,,
Q503147,Alisher Usmanov,,
Q502071,Andrey Melnichenko,,
Q149067,Pavel Durov,,
Q447250,Suleyman Kerimov,,
Q732142,Mikhail Fridman,,
Q171428,Roman Abramovich,,
Q61788477,Tatyana Bakalchuk,,
Q233581,Mikhail Prokhorov,,
Q1894128,Viktor Rashnikov,,
Q1133203,Leonid Fedun,,
Q557317,German Khan,,
Q124776,Iskander Makhmudov,,
Q704450,Viktor Vekselberg,,
Q4422468,Andrei Skoch,,
Q4047081,Dmitry Bukhman,,
,Igor Bukhman,,
Q1774254,Alexei Kuzmichev,,
Q4054890,Alexander Abramov,,
Q4063015,Igor Altushkin,,
Q983847,Dmitry Rybolovlev,,
Q4226635,Andrei Kozitsyn,,
Q4152529,Andrey Guryev,,
Q2632148,Pyotr Aven,,
Q1976907,Oleg Tinkov,,
Q4212677,Viatcheslav Kantor,,
Q7453864,Sergei Popov,,
Q4219752,Igor Kesaev,,
Q315514,Oleg Deripaska,,
,Sergey Dimitriev,,
Q2272599,Sergei Gordeev,,
Q16627247,Leonid Boguslavsky,,
Q1654684,Sergey Galitsky,,
Q4492892,Aleksandr Frolov,,
Q4199244,Zarakh Iliev,,
Q4495880,Viktor Kharitonin,,
Q4321503,God Nisanov,,
Q2007053,Vladimir Yevtushenkov,,
Q4214158,Samvel Karapetyan,,
Q4225547,Yuri Kovalchuk,,
,Artem Khachatryan,,
,Sergey Lomakin,,
Q4317651,Alexander Nesis,,
Q4371900,Alexander Ponomarenko,,
Q4398633,Arkady Rotenberg,,
Q4422296,Aleksandr Skorobogatko,,
Q28500623,Konstantin Strukov,,
Q106977267,Valentin Kipyatkov,,
Q18276673,Alexey Repik,,
Q27757872,Yuri Shefler,,
Q4090520,Andrei Bokarev,,
Q1346607,Mikhail Gutseriyev,,
Q18346629,Vadim Moshkovich,,
Q4383713,Dmitry Pumpyansky,,
Q61814491,Roman Trotsenko,,
Q916992,Alexander Mamut,,
Q4123823,Arkady Volozh,,
Q61814998,Nikolai Buinov,,
Q5528389,Gavril Yushvaev,,
Q4275369,Igor Makarov,,
Q107649743,Timur Turlov,,
Q47453388,Sergei Kolesnikov,,
Q21153567,Igor Rybakov,,
,Mikhail Shelkov,,
Q19663916,Alexander Svetakov,,
,Andrey Blokh,,
Q924229,Eugene Shvidler,,
Q4055522,Roman Avdeev,,
Q4089235,Vladimir Bogdanov,,
Q4211447,Dmitry Kamenshchik,,
Q56868115,Sergei Studennikov,,
Q4066322,Vasily Anisimov,,
Q65151988,Said Gutseriev,,
Q65686836,Sergei Katsiev,,
Q1175439,Megdet Rahimkulov,,
Q1978876,Ivan Savvidis,,
Q28498303,Alexander Klyachin,,
,Leonid Simanovsky,,
,Pyotr Kondrashev,,
Q4263588,Vladimir Litvinenko,,
Q4073083,Farkhad Akhmedov,,
Q4235136,Andrei Kosogov,,
,Anatoly Lomakin,,
,Airat Shaimiev,,
Q466610,Yelena Baturina,,
Q4090404,Oleg Boyko,,
,Eduard Chukhlebov,,
,Igor Kudryashkin,,
,Lidiya Mikhailova,,
,Ilya Scherbovich,,
,Anatoly Sedykh,,
,Radik Shaimiev,,
Q2035131,Aras Agalarov,,
Q4483313,Gleb Fetisov,,
Q4864,Eugene Kaspersky,,
,Andrei Komarov,,
,Alexander Lutsenko,,
Q4301113,Andrei Molchanov,,
,Andrei Rappoport,,
Q4398632,Boris Rotenberg,,
,Albert Shigaboutdinov,,
,Sergei Sudarikov,,
Q55759794,Rustem Sulteev,,
,Gennady Kozovoy,,
Q4535427,Igor Yusufov,,
,Boris Zingarevich,,
Q4055562,Albert Avdolyan,,
,Lev Kvetnoi,,
,Vladimir Leschikov,,
Q4285725,Sergei Makhlai,,
Q28667236,Vitaly Orlov,,
,Zakhar Smushkin,,
Q4103721,Ruben Vardanyan,,
Q55104776,Vadim Yakunin,,
