@@,itemlabel,item,startdate,enddate
+++,Viktor Orlov,Q4336636,1996-08-22,1998-04-30
+++,Viktor Nekrutenko,,1998-04-30,1998-10-06
+++,Viktor Orlov,Q4336636,1998-10-06,1999-08-19
+++,Yury Trutnev,Q1320356,2004-03-09,2008-05-12
->,Yuri Trutnev->Yury Trutnev,Q1320356,2008-05-12,2012-05-21
