item,itemLabel,startDate,endDate,psid
Q111033873,"Липаев, Владимир Георгиевич",2021-12-14,,Q111033873-06CC5F15-A1DE-4855-96DB-C9B8084507E7
Q1153239,Юрий Николаевич Мерзляков,2010-07-14,2015-08-18,Q1153239-7D6746E7-CA72-4DE1-8F32-22170DDF4148
Q12358794,"Глухов, Алексей Ильич",1997-07-23,2000-09-15,Q12358794-521C0370-1268-4485-8187-623FF3BA7D4D
Q12367358,"Провалов, Константин Константинович",2000-09-15,2006-07-25,Q12367358-05ECF660-FE51-4233-8BE8-79C751A16FBA
Q16407357,"Трофимов, Александр Михайлович",1992-09-01,1997-07-23,Q16407357-CDD819BF-C805-4F3F-93A1-D4FF969E13BC
Q21857151,"Петров, Александр Михайлович",2015-08-18,2021-12-14,Q21857151-f4ba6284-cd7c-4b71-a03c-e89efbd39ed7
Q6680777,"Успенский, Николай Николаевич",2006-07-25,2010-07-14,Q6680777-B02D2B4A-F9BE-40AF-BD5B-70DFE4BD05BB
