position,person,personID,start,end
President,Vladimir Putin,Q7747,2000-05-07,2008-05-07
President,Dmitry Medvedev,Q23530,2008-05-07,2012-05-07
President,Vladimir Putin,Q7747,2012-05-07,
Prime Minister,Vladimir Putin,Q7747,1999-08-16,2000-05-07
Prime Minister,Mikhail Kasyanov,Q62551,2000-05-07,2004-02-24
Prime Minister,Viktor Khristenko,Q317667,2004-02-24,2004-03-05
Prime Minister,Mikhail Fradkov,Q150080,2004-03-05,2007-09-14
Prime Minister,Viktor Zubkov,Q147425,2007-09-14,2008-05-07
Prime Minister,Vladimir Putin,Q7747,2008-05-08,2012-05-07
Prime Minister,Dmitry Medvedev,Q23530,2012-05-08,2020-01-16
Prime Minister,Mikhail Mishustin,Q4298520,2020-01-16,
First Deputy Prime Minister,Viktor Khristenko,Q317667,1999-05-31,2000-01-10
First Deputy Prime Minister,Mikhail Kasyanov,Q62551,2000-01-10,2000-05-17
First Deputy Prime Minister,Dmitry Medvedev,Q23530,2005-11-14,2008-05-12
First Deputy Prime Minister,Sergei Ivanov,Q204027,2007-02-15,2008-05-07
First Deputy Prime Minister,Sergei Ivanov,Q204027,2007-02-15,2008-05-12
First Deputy Prime Minister,Sergey Naryshkin,Q983654,2007-02-15,2008-05-12
First Deputy Prime Minister,Igor Shuvalov,Q1396860,2008-05-12,2018-05-18
First Deputy Prime Minister,Dmitry Kozak,Q714330,2008-10-14,2020-01-15
First Deputy Prime Minister,Dmitry Rogozin,Q737463,2011-12-23,2018-05-18
First Deputy Prime Minister,Arkady Dvorkovich,Q1430324,2012-05-21,2018-05-18
First Deputy Prime Minister,Olga Golodets,Q3350421,2012-05-21,2020-01-15
First Deputy Prime Minister,Sergey Prikhodko,Q2272602,2013-05-22,2021-01-26
First Deputy Prime Minister,Anton Siluanov,Q589645,2018-05-18,2020-01-21
First Deputy Prime Minister,Andrey Belousov,Q4082839,2020-01-21,
Deputy Prime Minister,Valentina Matviyenko,Q182654,1998,2003
Deputy Prime Minister,Viktor Khristenko,Q317667,2000-05-18,2004
Deputy Prime Minister,Alexander Zhukov,Q57735,2004-03-09,2011-12-20
Deputy Prime Minister,Sergey Naryshkin,Q983654,2004-09-13,2008-05-12
Deputy Prime Minister,Viktor Zubkov,Q147425,2008-05-12,2012-05-07
Deputy Prime Minister,Sergey Sobyanin,Q319497,2008-05-12,2010-10-21
Deputy Prime Minister,Vyacheslav Volodin,Q982461,2010-10-21,2011-12-27
Deputy Prime Minister,Vladislav Surkov,Q548164,2011-12-27,2012-05-21
Deputy Prime Minister,Vladislav Surkov,Q548164,2012-05-21,2013-05-08
Deputy Prime Minister,Yuri Trutnev,Q1320356,2013-08-31,
Deputy Prime Minister,Vitaly Mutko,Q1320362,2016-10-19,2020-01-15
Deputy Prime Minister,Tatyana Golikova,Q260432,2018-05-18,
Deputy Prime Minister,Maxim Akimov,Q45837991,2018-05-18,2020-01-15
Deputy Prime Minister,Marat Khusnullin,Q1153835,2020-01-21,
Deputy Prime Minister,Yuriy Borisov,Q16186988,2020-01-21,2022-07-15
Deputy Prime Minister,Viktoria Abramchenko,Q39390389,2020-01-21,
