item,itemLabel,startDate,endDate
Q183279,"Алфёров, Жорес Иванович",2007-12-24,2011-12-03
Q4065431,"Андреев, Андрей Анатольевич",2007-12-24,2011-12-03
Q4067946,"Апарина, Алевтина Викторовна",2007-12-24,2011-12-03
Q3196127,"Афонин, Юрий Вячеславович",2007-12-24,2011-12-03
Q4074702,"Багаряков, Алексей Владимирович",2008-03-26,2011-12-03
Q4131198,"Гаврилов, Сергей Анатольевич",2007-12-24,2011-12-03
Q99671409,"Горячева, Раиса Вениаминовна",2011-04-07,2011-12-03
Q4146431,"Гостев, Руслан Георгиевич",2007-12-24,2011-12-03
Q99205776,"Данилова, Нина Петровна",2011-07-20,2011-12-03
Q4157919,"Денисенко, Олег Иванович",2007-12-24,2011-12-03
Q4174205,"Езерский, Николай Николаевич",2007-12-24,2011-12-03
Q182452,"Зюганов, Геннадий Андреевич",2007-12-24,2011-12-03
Q1971710,"Илюхин, Виктор Иванович",2007-12-24,2011-12-03
Q4209162,"Калашников, Леонид Иванович",2010-03-24,2011-12-03
Q4218102,"Кашин, Борис Сергеевич",2007-12-24,2011-12-03
Q4218103,"Кашин, Владимир Иванович",2007-12-24,2011-12-03
Q4228317,"Коломейцев, Виктор Андреевич",2007-12-24,2011-12-03
Q4228319,"Коломейцев, Николай Васильевич",2007-12-24,2011-12-03
Q4229968,"Комоедов, Владимир Петрович",2007-12-24,2011-12-03
Q4233329,"Корниенко, Алексей Викторович",2007-12-24,2011-12-03
Q4246187,"Куликов, Александр Дмитриевич",2007-12-24,2011-12-03
Q4246222,"Куликов, Олег Анатольевич",2007-12-24,2011-12-03
Q4247629,"Купцов, Валентин Александрович",2007-12-24,2011-12-03
Q4256802,"Левченко, Сергей Георгиевич",2007-12-24,2011-12-03
Q4265976,"Локоть, Анатолий Евгеньевич",2007-12-24,2011-12-03
Q1396655,"Маслюков, Юрий Дмитриевич",2007-12-24,2011-12-03
Q4289876,"Мельников, Иван Иванович",2007-12-24,2011-12-03
Q4307657,"Муравленко, Сергей Викторович",2007-12-24,2011-12-03
Q4319736,"Никитин, Владимир Степанович",2007-12-24,2011-12-03
Q4322667,"Новиков, Дмитрий Георгиевич",2007-12-24,2011-12-03
Q4330068,"Обухов, Сергей Павлович",2007-12-24,2011-12-03
Q15077198,"Останина, Нина Александровна",2007-12-24,2011-12-03
Q15079062,"Паутов, Виктор Николаевич",2007-12-24,2011-12-03
Q4364915,"Плетнева, Тамара Васильевна",2007-12-24,2011-12-03
Q4371938,"Пономарёв, Алексей Алексеевич",2007-12-24,2011-12-03
Q4388294,"Разворотнев, Николай Васильевич",2007-12-24,2011-12-03
Q4391353,"Рашкин, Валерий Федорович",2007-12-24,2011-12-03
Q4394133,"Решульский, Сергей Николаевич",2007-12-24,2011-12-03
Q4397135,"Романов, Валентин Степанович",2007-12-24,2011-12-03
Q4397186,"Романов, Петр Васильевич",2007-12-24,2011-12-03
Q4400897,"Русских, Алексей Юрьевич",2007-12-24,2011-12-03
Q4402418,"Рябов, Николай Федорович",2007-12-24,2011-12-03
Q152318,"Савицкая, Светлана Евгеньевна",2007-12-24,2011-12-03
Q4408116,"Сапожников, Николай Иванович",2010-04-16,2011-12-03
Q4410616,"Свечников, Петр Григорьевич",2007-12-24,2011-12-03
Q4425021,"Смолин, Олег Николаевич",2007-12-24,2011-12-03
Q4425789,"Собко, Сергей Васильевич",2007-12-24,2011-12-03
Q4426959,"Сокол, Святослав Михайлович",2007-12-24,2011-12-03
Q4428009,"Соловьев, Вадим Георгиевич",2007-12-24,2011-12-03
Q553544,"Стародубцев, Василий Александрович",2007-12-24,2011-12-03
Q4470894,"Улас, Владимир Дмитриевич",2007-12-24,2011-12-03
